datetime_utc, _conds, _dewptm, _hum, _pressurem, _rain, _tempm
20080428-00:00,Haze,13.0,46.0,1000.0,0,22.0
20080428-03:00,Haze,13.0,27.0,1002.0,0,29.0
20080428-06:00,Haze,8.0,9.0,1001.0,0,38.0
20080428-09:00,Haze,6.0,6.0,998.0,0,40.0
20080428-12:00,Haze,5.0,7.0,997.0,0,39.0
20080428-15:00,Haze,12.0,23.0,999.0,0,30.0
20080428-18:00,Haze,12.0,30.0,1000.0,0,27.0
20080428-21:00,Haze,12.0,34.0,1000.0,0,25.0
20080429-00:00,Haze,13.0,46.0,1001.0,0,22.0
20080429-03:00,Haze,14.0,33.0,1002.0,0,27.0
20080429-06:00,Haze,10.0,11.0,1002.0,0,38.0
20080429-09:00,Haze,12.0,11.0,999.0,0,40.0
20080429-12:00,Haze,9.0,8.0,998.0,0,40.0
20080429-15:00,Haze,13.0,25.0,1001.0,0,30.0
20080429-18:00,Haze,15.0,39.0,1002.0,0,26.0
20080429-21:00,Haze,15.0,44.0,1002.0,0,25.0
20080430-00:00,Haze,15.0,56.0,1003.0,0,22.0
20080430-03:00,Haze,10.0,20.0,1004.0,0,29.0
20080430-06:00,Haze,12.0,12.0,1003.0,0,39.0
20080430-09:00,Haze,13.0,11.0,1000.0,0,41.0
20080430-15:00,Haze,16.0,28.0,1000.0,0,32.0
20080430-18:00,Haze,15.0,37.0,1002.0,0,27.0
20080430-21:00,Haze,15.0,43.0,1001.0,0,25.0
20080501-00:00,Haze,9.0,27.0,1001.0,0,25.0
20080501-03:00,Haze,12.0,20.0,1002.0,0,31.0
20080501-06:00,Haze,14.0,14.0,1001.0,0,39.0
20080501-09:00,Haze,14.0,11.0,998.0,0,42.0
20080501-15:00,Haze,14.0,19.0,1000.0,0,34.0
20080501-18:00,Haze,9.0,13.0,999.0,0,34.0
20080501-21:00,Haze,9.0,14.0,998.0,0,32.0
20080502-00:00,Haze,13.0,26.0,998.0,0,30.0
20080502-03:00,Haze,13.0,24.0,,0,31.0
20080502-06:00,Haze,13.0,14.0,999.0,0,37.0
20080502-09:00,Haze,14.0,13.0,996.0,0,40.0
20080502-15:00,Haze,16.0,30.0,996.0,0,31.0
20080502-18:00,Haze,16.0,36.0,997.0,0,29.0
20080502-21:00,Haze,16.0,36.0,996.0,0,29.0
20080503-00:00,Widespread Dust,10.0,21.0,996.0,0,29.0
20080503-03:00,Haze,14.0,26.0,997.0,0,31.0
20080503-06:00,Haze,16.0,18.0,997.0,0,39.0
20080503-09:00,Haze,12.0,10.0,994.0,0,42.0
20080503-12:00,Haze,10.0,8.0,993.0,0,42.0
20080503-15:00,Haze,17.0,30.0,995.0,0,33.0
20080503-18:00,Haze,19.0,44.0,997.0,0,29.0
20080503-21:00,Haze,18.0,47.0,997.0,0,28.0
20080504-00:00,Haze,14.0,21.0,998.0,0,33.0
20080504-03:00,Haze,15.0,22.0,1000.0,0,34.0
20080504-06:00,Widespread Dust,16.0,16.0,1000.0,0,40.0
20080504-12:00,Widespread Dust,12.0,12.0,996.0,0,40.0
20080504-15:00,Blowing Sand,14.0,15.0,998.0,0,38.0
20080504-18:00,Haze,17.0,29.0,999.0,0,33.0
20080504-21:00,Haze,16.0,30.0,1000.0,0,31.0
20080505-00:00,Haze,22.0,55.0,1002.0,0,30.0
20080505-03:00,Widespread Dust,20.0,49.0,1004.0,0,29.0
20080505-06:00,Widespread Dust,21.0,33.0,1004.0,0,36.0
20080505-09:00,Widespread Dust,20.0,29.0,1001.0,0,36.0
20080505-12:00,Widespread Dust,20.0,29.0,999.0,0,36.0
20080505-15:00,Thunderstorms and Rain,18.0,46.0,1004.0,1,27.0
20080505-18:00,Haze,15.0,33.0,1001.0,0,29.0
20080505-21:00,Haze,16.0,38.0,999.0,0,28.0
20080506-00:00,Haze,17.0,45.0,1003.0,0,26.0
20080506-03:00,Haze,18.0,42.0,1003.0,0,29.0
20080506-06:00,Haze,19.0,28.0,1003.0,0,35.0
20080506-12:00,Haze,16.0,18.0,998.0,0,38.0
20080506-15:00,Haze,21.0,37.0,1000.0,0,33.0
20080506-18:00,Blowing Sand,14.0,33.0,1002.0,0,28.0
20080506-21:00,Haze,16.0,38.0,1001.0,0,28.0
20080507-00:00,Widespread Dust,16.0,40.0,1003.0,0,26.0
20080507-03:00,Widespread Dust,17.0,39.0,1005.0,0,29.0
20080507-06:00,Widespread Dust,18.0,38.0,1005.0,0,30.0
20080507-09:00,Widespread Dust,11.0,13.0,1002.0,0,36.0
20080507-12:00,Haze,14.0,17.0,1001.0,0,37.0
20080507-15:00,Haze,17.0,35.0,1003.0,0,30.0
20080507-18:00,Haze,17.0,46.0,1004.0,0,27.0
20080507-21:00,Haze,17.0,49.0,1004.0,0,26.0
20080508-00:00,Haze,17.0,56.0,1004.0,0,24.0
20080508-03:00,Haze,18.0,43.0,1005.0,0,29.0
20080508-06:00,Widespread Dust,13.0,16.0,1005.0,0,36.0
20080508-09:00,Widespread Dust,14.0,15.0,1002.0,0,38.0
20080508-12:00,Widespread Dust,14.0,14.0,1000.0,0,38.0
20080508-18:00,Blowing Sand,12.0,23.0,1006.0,0,30.0
20080508-21:00,Haze,14.0,33.0,1002.0,0,28.0
20080509-00:00,Haze,16.0,42.0,1004.0,0,26.0
20080509-03:00,Haze,15.0,32.0,1006.0,0,29.0
20080509-06:00,Widespread Dust,16.0,27.0,1005.0,0,33.0
20080509-09:00,Haze,15.0,19.0,1002.0,0,37.0
20080509-12:00,Haze,13.0,17.0,1000.0,0,36.0
20080509-15:00,Haze,15.0,26.0,1002.0,0,32.0
20080509-18:00,Haze,15.0,33.0,1003.0,0,29.0
20080509-21:00,Haze,16.0,42.0,1003.0,0,27.0
20080510-00:00,Haze,15.0,39.0,1004.0,0,27.0
20080510-03:00,Haze,15.0,31.0,1005.0,0,30.0
20080510-06:00,Haze,17.0,31.0,1005.0,0,32.0
20080510-09:00,Haze,14.0,19.0,1003.0,0,35.0
20080510-12:00,Haze,13.0,16.0,1001.0,0,36.0
20080510-15:00,Haze,15.0,26.0,1003.0,0,32.0
20080510-18:00,Haze,18.0,46.0,1003.0,0,28.0
20080511-00:00,Haze,16.0,40.0,,0,27.0
20080511-03:00,Thunderstorms and Rain,21.0,83.0,1006.0,1,23.0
20080511-06:00,Haze,17.0,28.0,1005.0,0,33.0
20080511-09:00,Haze,14.0,17.0,1002.0,0,36.0
20080511-12:00,Haze,18.0,22.0,1000.0,0,37.0
20080511-15:00,Partly Cloudy,19.0,35.0,1001.0,0,32.0
20080511-18:00,Haze,19.0,45.0,1002.0,0,29.0
20080511-21:00,Haze,18.0,50.0,1002.0,0,27.0
20080512-00:00,Haze,17.0,49.0,1002.0,0,26.0
20080512-03:00,Haze,19.0,45.0,1004.0,0,29.0
20080512-06:00,Haze,18.0,23.0,1003.0,0,36.0
20080512-09:00,Widespread Dust,20.0,25.0,,0,39.0
20080512-12:00,Haze,21.0,27.0,998.0,0,39.0
20080512-15:00,Haze,16.0,26.0,1001.0,0,33.0
20080512-18:00,Haze,16.0,34.0,1002.0,0,30.0
20080512-21:00,Haze,16.0,38.0,1001.0,0,28.0
20080513-00:00,Haze,14.0,33.0,1004.0,0,28.0
20080513-03:00,Haze,16.0,34.0,1005.0,0,29.0
20080513-06:00,Haze,18.0,27.0,1005.0,0,34.0
20080513-09:00,Haze,21.0,29.0,1003.0,0,37.0
20080513-12:00,Haze,19.0,24.0,1000.0,0,37.0
20080513-15:00,Haze,19.0,36.0,1003.0,0,32.0
20080513-18:00,Haze,18.0,42.0,1003.0,0,29.0
20080513-21:00,Haze,18.0,44.0,1003.0,0,28.0
20080514-00:00,Haze,20.0,55.0,1003.0,0,27.0
20080514-03:00,Haze,21.0,46.0,1004.0,0,31.0
20080514-06:00,Thunderstorms and Rain,20.0,87.0,1012.0,1,22.0
20080514-09:00,Haze,21.0,51.0,1004.0,0,30.0
20080514-12:00,Haze,18.0,33.0,1001.0,0,32.0
20080514-15:00,Haze,22.0,65.0,1003.0,0,28.0
20080514-18:00,Haze,22.0,73.0,1003.0,0,26.0
20080514-21:00,Haze,22.0,73.0,1002.0,0,26.0
20080515-00:00,Mist,23.0,94.0,1003.0,0,24.0
20080515-03:00,Haze,22.0,67.0,1004.0,0,27.0
20080515-06:00,Haze,18.0,28.0,1004.0,0,34.0
20080515-09:00,Haze,17.0,21.0,1002.0,0,37.0
20080515-12:00,Haze,16.0,19.0,999.0,0,38.0
20080515-15:00,Haze,22.0,48.0,1000.0,0,32.0
20080515-18:00,Haze,23.0,62.0,1001.0,0,29.0
20080515-21:00,Haze,23.0,66.0,1000.0,0,28.0
20080516-00:00,Haze,19.0,44.0,1001.0,0,30.0
20080516-03:00,Haze,16.0,28.0,1003.0,0,32.0
20080516-06:00,Widespread Dust,17.0,22.0,1004.0,0,36.0
20080516-09:00,Widespread Dust,17.0,19.0,,0,40.0
20080516-12:00,Widespread Dust,15.0,15.0,998.0,0,40.0
20080516-15:00,Haze,20.0,32.0,1000.0,0,35.0
20080516-18:00,Partly Cloudy,17.0,33.0,1001.0,0,30.0
20080516-21:00,Haze,18.0,41.0,999.0,0,29.0
20080517-00:00,Haze,20.0,52.0,999.0,0,28.0
20080517-03:00,Haze,19.0,34.0,,0,34.0
20080517-06:00,Haze,20.0,26.0,999.0,0,38.0
20080517-09:00,Haze,,,996.0,0,41.0
20080517-12:00,Haze,16.0,15.0,994.0,0,41.0
20080517-15:00,Thunderstorm,24.0,77.0,995.0,0,27.0
20080517-18:00,Thunderstorms and Rain,17.0,44.0,1000.0,1,27.0
20080517-21:00,Thunderstorms and Rain,17.0,39.0,995.0,1,29.0
20080518-00:00,Haze,13.0,23.0,995.0,0,31.0
20080518-03:00,Haze,18.0,36.0,998.0,0,31.0
20080518-06:00,Haze,18.0,29.0,997.0,0,34.0
20080518-09:00,Haze,19.0,25.0,995.0,0,37.0
20080518-12:00,Widespread Dust,19.0,25.0,993.0,0,37.0
20080518-15:00,Widespread Dust,24.0,53.0,996.0,0,33.0
20080518-18:00,Blowing Sand,16.0,40.0,999.0,0,28.0
20080518-21:00,Thunderstorms and Rain,18.0,69.0,1001.0,1,23.0
20080519-00:00,Light Rain,19.0,69.0,1000.0,1,23.0
20080519-03:00,Haze,21.0,59.0,1001.0,0,27.0
20080519-06:00,Thunderstorms and Rain,22.0,91.0,1006.0,1,24.0
20080519-09:00,Haze,22.0,51.0,1002.0,0,30.0
20080519-12:00,Haze,20.0,48.0,1001.0,0,29.0
20080519-15:00,Haze,23.0,74.0,1002.0,0,27.0
20080519-18:00,Haze,22.0,76.0,1002.0,0,25.0
20080519-21:00,Haze,21.0,78.0,1002.0,0,24.0
20080520-00:00,Thunderstorms and Rain,20.0,88.0,1007.0,1,22.0
20080520-03:00,Haze,20.0,72.0,1005.0,0,24.0
20080520-06:00,Light Rain,20.0,63.0,1005.0,1,25.0
20080520-09:00,Haze,22.0,64.0,1004.0,0,27.0
20080520-12:00,Haze,21.0,58.0,1001.0,0,28.0
20080520-15:00,Haze,21.0,65.0,1005.0,0,26.0
20080520-18:00,Thunderstorm,19.0,64.0,1002.0,0,25.0
20080520-21:00,Thunderstorms and Rain,21.0,95.0,1004.0,1,21.0
20080521-00:00,Thunderstorms and Rain,20.0,96.0,1004.0,1,20.0
20080521-03:00,Thunderstorms and Rain,20.0,94.0,1005.0,1,21.0
20080521-09:00,Haze,21.0,90.0,1004.0,0,22.0
20080521-12:00,Haze,22.0,77.0,1001.0,0,25.0
20080521-15:00,Haze,22.0,85.0,1002.0,0,24.0
20080521-18:00,Haze,22.0,86.0,1002.0,0,24.0
20080521-21:00,Haze,22.0,87.0,1001.0,0,23.0
20080522-00:00,Haze,22.0,89.0,1001.0,0,23.0
20080522-03:00,Rain,22.0,96.0,1004.0,1,23.0
20080522-06:00,Haze,22.0,98.0,1004.0,0,23.0
20080522-09:00,Haze,23.0,73.0,1003.0,0,26.0
20080522-15:00,Thunderstorms and Rain,22.0,91.0,1002.0,1,23.0
20080522-18:00,Thunderstorms and Rain,22.0,99.0,1004.0,1,22.0
20080522-21:00,Haze,22.0,97.0,1003.0,0,22.0
20080523-00:00,Haze,20.0,91.0,1004.0,0,21.0
20080523-03:00,Light Drizzle,21.0,81.0,1005.0,1,24.0
20080523-06:00,Haze,23.0,55.0,1005.0,0,30.0
20080523-09:00,Haze,22.0,47.0,1003.0,0,32.0
20080523-12:00,Haze,23.0,48.0,1000.0,0,33.0
20080523-15:00,Haze,24.0,66.0,1001.0,0,29.0
20080523-18:00,Haze,21.0,59.0,1004.0,0,28.0
20080523-21:00,Haze,21.0,68.0,1004.0,0,25.0
20080524-00:00,Haze,20.0,71.0,1003.0,0,24.0
20080524-03:00,Haze,22.0,68.0,1004.0,0,27.0
20080524-06:00,Haze,22.0,57.0,1004.0,0,30.0
20080524-09:00,Haze,20.0,40.0,1002.0,0,32.0
20080524-12:00,Haze,20.0,38.0,1000.0,0,32.0
20080524-15:00,Haze,21.0,55.0,1001.0,0,29.0
20080524-18:00,Haze,22.0,68.0,1002.0,0,27.0
20080524-21:00,Haze,22.0,74.0,1002.0,0,25.0
20080525-00:00,Mist,23.0,83.0,1002.0,0,25.0
20080525-03:00,Haze,22.0,62.0,1003.0,0,28.0
20080525-06:00,Haze,20.0,37.0,1003.0,0,33.0
20080525-09:00,Haze,22.0,36.0,1002.0,0,35.0
20080525-12:00,Haze,23.0,46.0,1001.0,0,33.0
20080525-15:00,Haze,21.0,52.0,1002.0,0,29.0
20080525-18:00,Haze,18.0,49.0,1002.0,0,27.0
20080525-21:00,Haze,19.0,57.0,1002.0,0,26.0
20080526-00:00,Haze,20.0,67.0,1004.0,0,25.0
20080526-03:00,Haze,20.0,49.0,1005.0,0,29.0
20080526-06:00,Haze,18.0,76.0,1008.0,0,22.0
20080526-09:00,Haze,21.0,49.0,1003.0,0,30.0
20080526-12:00,Haze,23.0,46.0,1002.0,0,33.0
20080526-15:00,Haze,24.0,75.0,1004.0,0,27.0
20080526-18:00,Haze,23.0,86.0,1004.0,0,25.0
20080526-21:00,Haze,23.0,88.0,1004.0,0,25.0
20080527-00:00,Mist,22.0,94.0,1004.0,0,23.0
20080527-03:00,Haze,22.0,63.0,1005.0,0,29.0
20080527-06:00,Haze,22.0,41.0,1004.0,0,33.0
20080527-09:00,Haze,21.0,32.0,1002.0,0,36.0
20080527-12:00,Haze,19.0,28.0,1000.0,0,36.0
20080527-15:00,Haze,17.0,32.0,1002.0,0,31.0
20080527-18:00,Haze,18.0,44.0,1002.0,0,28.0
20080527-21:00,Haze,20.0,70.0,1001.0,0,25.0
20080528-00:00,Haze,19.0,64.0,1002.0,0,24.0
20080528-03:00,Haze,19.0,48.0,1002.0,0,29.0
20080528-06:00,Haze,18.0,26.0,1001.0,0,35.0
20080528-09:00,Blowing Sand,13.0,18.0,1000.0,0,34.0
20080528-12:00,Haze,14.0,19.0,998.0,0,35.0
20080528-15:00,Haze,21.0,52.0,999.0,0,30.0
20080528-18:00,Haze,21.0,65.0,1000.0,0,27.0
20080528-21:00,Mist,21.0,34.0,999.0,0,35.0
20080529-00:00,Haze,20.0,68.0,1000.0,0,25.0
20080529-03:00,Haze,20.0,44.0,1001.0,0,30.0
20080529-06:00,Haze,21.0,34.0,1001.0,0,35.0
20080529-09:00,Haze,17.0,20.0,999.0,0,38.0
20080529-12:00,Haze,21.0,34.0,999.0,0,35.0
20080529-15:00,Haze,12.0,22.0,1000.0,0,31.0
20080529-18:00,Haze,14.0,32.0,1002.0,0,28.0
20080529-21:00,Haze,17.0,51.0,1001.0,0,25.0
20080530-00:00,Haze,18.0,60.0,1002.0,0,24.0
20080530-03:00,Haze,18.0,44.0,1004.0,0,28.0
20080530-06:00,Haze,17.0,29.0,1003.0,0,34.0
20080530-09:00,Haze,19.0,26.0,1000.0,0,36.0
20080530-12:00,Haze,17.0,21.0,999.0,0,37.0
20080530-15:00,Haze,22.0,46.0,1000.0,0,32.0
20080530-18:00,Haze,22.0,61.0,1000.0,0,29.0
20080530-21:00,Haze,22.0,65.0,1000.0,0,28.0
20080531-00:00,Haze,21.0,59.0,,0,27.0
20080531-03:00,Haze,21.0,43.0,1001.0,0,31.0
20080531-06:00,Haze,22.0,36.0,1001.0,0,35.0
20080531-09:00,Haze,20.0,26.0,997.0,0,38.0
20080531-12:00,Thunderstorms and Rain,12.0,22.0,998.0,1,31.0
20080531-15:00,Thunderstorm,16.0,38.0,1001.0,0,28.0
20080531-18:00,Haze,19.0,52.0,1000.0,0,26.0
20080531-21:00,Haze,18.0,52.0,1000.0,0,26.0
20080601-00:00,Haze,18.0,48.0,1001.0,0,26.0
20080601-03:00,Thunderstorms and Rain,20.0,67.0,1003.0,1,25.0
20080601-06:00,Haze,20.0,45.0,1003.0,0,31.0
20080601-09:00,Haze,20.0,32.0,1000.0,0,35.0
20080601-12:00,Haze,20.0,27.0,998.0,0,36.0
20080601-15:00,Haze,21.0,44.0,1000.0,0,31.0
20080601-18:00,Haze,22.0,63.0,1001.0,0,29.0
20080601-21:00,Haze,22.0,68.0,1000.0,0,27.0
20080602-00:00,Haze,22.0,74.0,1001.0,0,26.0
20080602-03:00,Haze,23.0,56.0,1002.0,0,30.0
20080602-06:00,Haze,20.0,30.0,1002.0,0,36.0
20080602-09:00,Haze,20.0,26.0,,0,38.0
20080602-12:00,Haze,20.0,30.0,999.0,0,36.0
20080602-15:00,Haze,23.0,51.0,1000.0,0,32.0
20080602-18:00,Haze,23.0,60.0,1001.0,0,30.0
20080602-21:00,Haze,20.0,53.0,1002.0,0,28.0
20080603-00:00,Haze,20.0,56.0,1002.0,0,27.0
20080603-03:00,Haze,22.0,62.0,1004.0,0,28.0
20080603-06:00,Haze,22.0,53.0,1005.0,0,31.0
20080603-09:00,Haze,23.0,44.0,1004.0,0,34.0
20080603-12:00,Haze,24.0,50.0,1002.0,0,33.0
20080603-15:00,Haze,23.0,57.0,1003.0,0,30.0
20080603-18:00,Haze,23.0,70.0,1004.0,0,28.0
20080603-21:00,Haze,24.0,75.0,1004.0,0,27.0
20080604-00:00,Mist,23.0,77.0,1004.0,0,26.0
20080604-03:00,Haze,23.0,57.0,1004.0,0,30.0
20080604-06:00,Haze,22.0,37.0,1004.0,0,35.0
20080604-09:00,Haze,21.0,30.0,1001.0,0,37.0
20080604-12:00,Haze,21.0,30.0,999.0,0,37.0
20080604-15:00,Scattered Clouds,24.0,49.0,1000.0,0,34.0
20080604-18:00,Light Rain,24.0,72.0,1002.0,1,28.0
20080604-21:00,Haze,23.0,66.0,1000.0,0,28.0
20080605-00:00,Haze,22.0,63.0,1001.0,0,28.0
20080605-03:00,Haze,23.0,57.0,1003.0,0,30.0
20080605-06:00,Light Rain,23.0,60.0,1002.0,1,30.0
20080605-09:00,Haze,23.0,45.0,1000.0,0,34.0
20080605-12:00,Haze,22.0,36.0,997.0,0,35.0
20080605-15:00,Haze,23.0,51.0,998.0,0,32.0
20080605-18:00,Haze,23.0,60.0,998.0,0,30.0
20080605-21:00,Haze,24.0,66.0,997.0,0,29.0
20080606-00:00,Thunderstorm,23.0,69.0,998.0,0,28.0
20080606-03:00,Haze,22.0,63.0,1000.0,0,28.0
20080606-06:00,Haze,25.0,51.0,999.0,0,34.0
20080606-09:00,Haze,27.0,48.0,996.0,0,37.0
20080606-12:00,Haze,24.0,39.0,994.0,0,37.0
20080606-15:00,Haze,25.0,52.0,995.0,0,34.0
20080606-18:00,Haze,25.0,59.0,997.0,0,32.0
20080606-21:00,Haze,22.0,52.0,996.0,0,30.0
20080607-00:00,Haze,24.0,73.0,998.0,0,28.0
20080607-03:00,Haze,24.0,72.0,1000.0,0,28.0
20080607-06:00,Haze,25.0,68.0,1001.0,0,31.0
20080607-09:00,Haze,24.0,59.0,999.0,0,31.0
20080607-12:00,Haze,24.0,56.0,998.0,0,31.0
20080607-15:00,Mist,24.0,69.0,999.0,0,28.0
20080607-18:00,Mist,24.0,77.0,1001.0,0,27.0
20080607-21:00,Mist,24.0,78.0,1000.0,0,26.0
20080608-00:00,Mist,24.0,85.0,1002.0,0,26.0
20080608-03:00,Mist,24.0,77.0,1003.0,0,27.0
20080608-06:00,Haze,24.0,53.0,1001.0,0,33.0
20080608-09:00,Haze,23.0,40.0,999.0,0,35.0
20080608-12:00,Haze,23.0,41.0,997.0,0,34.0
20080608-15:00,Haze,24.0,57.0,998.0,0,32.0
20080608-18:00,Haze,25.0,69.0,1001.0,0,30.0
20080608-21:00,Haze,24.0,73.0,1000.0,0,28.0
20080609-00:00,Haze,24.0,80.0,1000.0,0,27.0
20080609-03:00,Haze,25.0,69.0,1002.0,0,29.0
20080609-06:00,Haze,25.0,53.0,1002.0,0,34.0
20080609-09:00,Haze,26.0,50.0,999.0,0,35.0
20080609-12:00,Haze,25.0,55.0,998.0,0,33.0
20080609-15:00,Haze,22.0,55.0,1000.0,0,30.0
20080609-18:00,Haze,25.0,75.0,1002.0,0,28.0
20080609-21:00,Haze,24.0,79.0,1002.0,0,27.0
20080610-00:00,Widespread Dust,23.0,73.0,1002.0,0,26.0
20080610-03:00,Haze,25.0,72.0,1003.0,0,29.0
20080610-06:00,Haze,25.0,51.0,1002.0,0,34.0
20080610-09:00,Haze,26.0,49.0,999.0,0,36.0
20080610-12:00,Haze,26.0,45.0,997.0,0,36.0
20080610-15:00,Haze,26.0,60.0,999.0,0,33.0
20080610-18:00,Haze,26.0,66.0,1001.0,0,31.0
20080610-21:00,Haze,25.0,72.0,1000.0,0,30.0
20080611-00:00,Haze,26.0,78.0,1000.0,0,29.0
20080611-03:00,Haze,26.0,67.0,1002.0,0,31.0
20080611-06:00,Haze,26.0,48.0,1000.0,0,36.0
20080611-09:00,Thunderstorm,24.0,51.0,998.0,0,33.0
20080611-12:00,Haze,25.0,47.0,996.0,0,35.0
20080611-15:00,Haze,24.0,56.0,998.0,0,32.0
20080611-18:00,Haze,25.0,65.0,999.0,0,31.0
20080611-21:00,Haze,25.0,70.0,999.0,0,30.0
20080612-00:00,Mist,26.0,80.0,999.0,0,29.0
20080612-03:00,Haze,26.0,60.0,,0,32.0
20080612-06:00,Haze,26.0,59.0,1000.0,0,33.0
20080612-09:00,Thunderstorm,26.0,50.0,997.0,0,35.0
20080612-12:00,Thunderstorm,26.0,58.0,995.0,0,34.0
20080612-15:00,Haze,26.0,65.0,997.0,0,32.0
20080612-18:00,Haze,25.0,69.0,998.0,0,30.0
20080612-21:00,Haze,24.0,66.0,998.0,0,29.0
20080613-00:00,Mist,25.0,69.0,997.0,0,29.0
20080613-03:00,Light Rain,27.0,80.0,998.0,1,30.0
20080613-06:00,Haze,27.0,66.0,998.0,0,32.0
20080613-09:00,Thunderstorms and Rain,26.0,88.0,996.0,1,28.0
20080613-12:00,Light Rain,27.0,89.0,993.0,1,29.0
20080613-15:00,Haze,25.0,85.0,995.0,0,27.0
20080613-18:00,Mist,25.0,89.0,996.0,0,26.0
20080613-21:00,Mist,24.0,90.0,995.0,0,25.0
20080614-00:00,Mist,24.0,90.0,995.0,0,25.0
20080614-03:00,Mist,26.0,71.0,995.0,0,30.0
20080614-06:00,Haze,25.0,53.0,995.0,0,33.0
20080614-09:00,Haze,25.0,49.0,992.0,0,35.0
20080614-12:00,Haze,25.0,56.0,992.0,0,32.0
20080614-15:00,Haze,25.0,58.0,993.0,0,31.0
20080614-18:00,Haze,24.0,65.0,993.0,0,30.0
20080614-21:00,Haze,24.0,71.0,993.0,0,29.0
20080615-00:00,Haze,26.0,87.0,992.0,0,28.0
20080615-03:00,Thunderstorms and Rain,26.0,86.0,994.0,1,28.0
20080615-06:00,Thunderstorms and Rain,27.0,94.0,996.0,1,28.0
20080615-09:00,Rain,26.0,92.0,995.0,1,27.0
20080615-12:00,Mist,28.0,94.0,994.0,0,29.0
20080615-15:00,Mist,26.0,92.0,996.0,0,27.0
20080615-18:00,Mist,25.0,91.0,997.0,0,27.0
20080615-21:00,Mist,25.0,88.0,995.0,0,26.0
20080616-00:00,Mist,26.0,91.0,995.0,0,26.0
20080616-03:00,Light Rain,26.0,92.0,997.0,1,27.0
20080616-06:00,Light Drizzle,26.0,96.0,998.0,1,26.0
20080616-09:00,Light Drizzle,27.0,95.0,996.0,1,27.0
20080616-12:00,Light Rain,27.0,92.0,994.0,1,28.0
20080616-15:00,Mist,27.0,93.0,994.0,0,28.0
20080616-18:00,Mist,27.0,95.0,995.0,0,27.0
20080616-21:00,Mist,26.0,94.0,994.0,0,27.0
20080617-00:00,Mist,26.0,93.0,994.0,0,26.0
20080617-03:00,Mist,26.0,89.0,995.0,0,28.0
20080617-06:00,Haze,27.0,66.0,994.0,0,32.0
20080617-09:00,Light Rain,27.0,72.0,992.0,1,32.0
20080617-12:00,Light Rain,28.0,80.0,992.0,1,31.0
20080617-15:00,Haze,26.0,76.0,993.0,0,29.0
20080617-18:00,Mist,26.0,84.0,995.0,0,28.0
20080617-21:00,Mist,26.0,88.0,995.0,0,27.0
20080618-00:00,Mist,25.0,92.0,994.0,0,26.0
20080618-03:00,Mist,26.0,81.0,1001.0,0,28.0
20080618-06:00,Haze,25.0,58.0,995.0,0,32.0
20080618-09:00,Haze,25.0,49.0,994.0,0,35.0
20080618-12:00,Haze,26.0,60.0,993.0,0,33.0
20080618-15:00,Haze,26.0,71.0,996.0,0,30.0
20080618-18:00,Haze,26.0,78.0,997.0,0,29.0
20080618-21:00,Haze,25.0,82.0,996.0,0,28.0
20080619-00:00,Haze,25.0,85.0,996.0,0,27.0
20080619-03:00,Haze,26.0,71.0,998.0,0,30.0
20080619-06:00,Haze,26.0,61.0,998.0,0,33.0
20080619-09:00,Light Rain,26.0,65.0,997.0,1,32.0
20080619-12:00,Partly Cloudy,27.0,69.0,995.0,0,32.0
20080619-15:00,Mist,26.0,71.0,998.0,0,30.0
20080619-18:00,Mist,26.0,84.0,999.0,0,29.0
20080619-21:00,Mist,26.0,85.0,998.0,0,28.0
20080620-00:00,Haze,25.0,85.0,998.0,0,27.0
20080620-03:00,Haze,24.0,69.0,1000.0,0,29.0
20080620-06:00,Haze,24.0,53.0,1000.0,0,33.0
20080620-09:00,Haze,25.0,48.0,998.0,0,35.0
20080620-12:00,Light Rain,23.0,77.0,998.0,1,26.0
20080620-15:00,Haze,23.0,70.0,999.0,0,28.0
20080620-18:00,Haze,24.0,75.0,1001.0,0,27.0
20080620-21:00,Haze,24.0,82.0,,0,26.0
20080621-00:00,Haze,24.0,89.0,1000.0,0,26.0
20080621-03:00,Haze,24.0,72.0,1002.0,0,28.0
20080621-06:00,Haze,24.0,63.0,978.0,0,30.0
20080621-09:00,Haze,24.0,52.0,1000.0,0,33.0
20080621-12:00,Haze,25.0,52.0,997.0,0,33.0
20080621-15:00,Haze,27.0,69.0,998.0,0,31.0
20080621-18:00,Mist,27.0,75.0,999.0,0,31.0
20080621-21:00,Mist,26.0,78.0,999.0,0,30.0
20080622-00:00,Haze,23.0,69.0,999.0,0,28.0
20080622-03:00,Haze,21.0,57.0,1001.0,0,29.0
20080622-06:00,Haze,24.0,53.0,1000.0,0,33.0
20080622-09:00,Haze,23.0,45.0,998.0,0,34.0
20080622-12:00,Haze,23.0,45.0,997.0,0,34.0
20080622-15:00,Haze,25.0,65.0,998.0,0,30.0
20080622-18:00,Haze,24.0,73.0,1000.0,0,29.0
20080622-21:00,Haze,24.0,75.0,999.0,0,28.0
20080623-00:00,Haze,24.0,76.0,999.0,0,28.0
20080623-03:00,Haze,25.0,69.0,,0,30.0
20080623-06:00,Haze,25.0,53.0,1000.0,0,33.0
20080623-09:00,Haze,25.0,46.0,998.0,0,35.0
20080623-12:00,Haze,24.0,40.0,995.0,0,36.0
20080623-15:00,Haze,26.0,57.0,997.0,0,33.0
20080623-18:00,Haze,27.0,69.0,998.0,0,32.0
